SalePrice,Id,LotArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,LotFrontage,GarageArea,1stFlrSF,BsmtFinSF1,MasVnrArea,WoodDeckSF,YearBuilt,YearRemodAdd,OpenPorchSF,MoSold,2ndFlrSF,GarageYrBlt,ScreenPorch,OverallCond,BsmtFinSF2,BedroomAbvGr,OverallQual,EnclosedPorch,TotRmsAbvGrd,YrSold,MSSubClass,Neighborhood_StoneBr,Neighborhood_CollgCr,Exterior2nd_Stucco,Neighborhood_SawyerW
139000.0,20,7560,525.0,1029.0,1339,70.0,294.0,1339,504.0,0.0,0,1958,1965,0,5,0,1958.0,0,6,0.0,3,5,0,6,2009,20,0,0,0,0
325300.0,21,14215,1158.0,1158.0,2376,101.0,853.0,1158,0.0,380.0,240,2005,2006,154,11,1218,2005.0,0,5,0.0,4,8,0,9,2006,60,0,0,0,0
139400.0,22,7449,637.0,637.0,1108,57.0,280.0,1108,0.0,0.0,0,1930,1950,0,6,0,1930.0,0,7,0.0,3,7,205,6,2007,45,0,0,0,0
230000.0,23,9742,1777.0,1777.0,1795,75.0,534.0,1795,0.0,281.0,171,2002,2002,159,9,0,2002.0,0,5,0.0,3,8,0,7,2008,20,0,1,0,0
129900.0,24,4224,200.0,1040.0,1060,44.0,572.0,1060,840.0,0.0,100,1976,1976,110,6,0,1976.0,0,7,0.0,3,5,0,6,2007,120,0,0,0,0
154000.0,25,8246,204.0,1060.0,1060,69.30579531442663,270.0,1060,188.0,0.0,406,1968,2001,90,5,0,1968.0,0,8,668.0,3,5,0,6,2010,20,0,0,0,0
256300.0,26,14230,1566.0,1566.0,1600,110.0,890.0,1600,0.0,640.0,0,2007,2007,56,7,0,2007.0,0,5,0.0,3,8,0,7,2009,20,0,0,0,0
134800.0,27,7200,180.0,900.0,900,60.0,576.0,900,234.0,0.0,222,1951,2000,32,5,0,2005.0,0,7,486.0,3,5,0,5,2010,20,0,0,0,0
306000.0,28,11478,486.0,1704.0,1704,98.0,772.0,1704,1218.0,200.0,0,2007,2008,50,5,0,2008.0,0,5,0.0,3,8,0,7,2010,20,0,0,0,0
207500.0,29,16321,207.0,1484.0,1600,47.0,319.0,1600,1277.0,0.0,288,1957,1997,258,12,0,1957.0,0,6,0.0,2,5,0,6,2006,20,0,0,0,0
68500.0,30,6324,520.0,520.0,520,60.0,240.0,520,0.0,0.0,49,1927,1950,0,5,0,1920.0,0,6,0.0,1,4,87,4,2008,30,0,0,0,0
40000.0,31,8500,649.0,649.0,1317,50.0,250.0,649,0.0,0.0,0,1920,1950,54,7,668,1920.0,0,4,0.0,3,4,172,6,2008,70,0,0,0,0
149350.0,32,8544,1228.0,1228.0,1228,69.30579531442663,271.0,1228,0.0,0.0,0,1966,2006,65,6,0,1966.0,0,6,0.0,3,5,0,6,2008,20,0,0,0,0
179900.0,33,11049,1234.0,1234.0,1234,85.0,484.0,1234,0.0,0.0,0,2007,2007,30,1,0,2007.0,0,5,0.0,3,8,0,7,2008,20,0,1,0,0
165500.0,34,10552,380.0,1398.0,1700,70.0,447.0,1700,1018.0,0.0,0,1959,1959,38,4,0,1959.0,0,5,0.0,4,5,0,6,2010,20,0,0,0,0
277500.0,35,7313,408.0,1561.0,1561,60.0,556.0,1561,1153.0,246.0,203,2005,2005,47,8,0,2005.0,0,5,0.0,2,9,0,6,2007,120,0,0,0,0
309000.0,36,13418,1117.0,1117.0,2452,108.0,691.0,1132,0.0,132.0,113,2004,2005,32,9,1320,2004.0,0,5,0.0,4,8,0,9,2006,60,0,0,0,0
145000.0,37,10859,1097.0,1097.0,1097,112.0,672.0,1097,0.0,0.0,392,1994,1995,64,6,0,1995.0,0,5,0.0,3,5,0,6,2009,20,0,1,0,0
153000.0,38,8532,84.0,1297.0,1297,74.0,498.0,1297,1213.0,650.0,0,1954,1990,0,10,0,1954.0,0,6,0.0,3,5,0,5,2009,20,0,0,0,0
109000.0,39,7922,326.0,1057.0,1057,68.0,246.0,1057,731.0,0.0,0,1953,2007,52,1,0,1953.0,0,7,0.0,3,5,0,5,2010,20,0,0,0,0
82000.0,40,6040,0.0,0.0,1152,65.0,0.0,1152,0.0,0.0,0,1955,1955,0,6,0,0.0,0,5,0.0,2,4,0,6,2008,90,0,0,0,0
160000.0,41,8658,445.0,1088.0,1324,84.0,440.0,1324,643.0,101.0,0,1965,1965,138,12,0,1965.0,0,5,0.0,3,6,0,6,2006,20,0,0,0,0
170000.0,42,16905,383.0,1350.0,1328,115.0,308.0,1328,967.0,0.0,0,1959,1959,104,7,0,1959.0,0,6,0.0,2,5,0,5,2007,20,0,0,0,0
144000.0,43,9180,0.0,840.0,884,69.30579531442663,504.0,884,747.0,0.0,240,1983,1983,0,12,0,1983.0,0,7,93.0,2,5,0,5,2007,85,0,0,0,1
130250.0,44,9200,167.0,938.0,938,69.30579531442663,308.0,938,280.0,0.0,145,1975,1980,0,7,0,1977.0,0,6,491.0,3,5,0,5,2008,20,0,1,0,0
141000.0,45,7945,465.0,1150.0,1150,70.0,300.0,1150,179.0,0.0,0,1959,1959,0,5,0,1959.0,0,6,506.0,3,5,0,6,2006,20,0,0,0,0
319900.0,46,7658,1296.0,1752.0,1752,61.0,576.0,1752,456.0,412.0,196,2005,2005,82,2,0,2005.0,0,5,0.0,2,9,0,6,2010,120,0,0,0,0
239686.0,47,12822,83.0,1434.0,2149,48.0,670.0,1518,1351.0,0.0,168,2003,2003,43,8,631,2003.0,198,5,0.0,1,7,0,6,2009,50,0,0,0,0
249700.0,48,11096,1632.0,1656.0,1656,84.0,826.0,1656,24.0,0.0,0,2006,2006,146,7,0,2006.0,0,5,0.0,3,8,0,7,2007,20,0,0,0,0
113000.0,49,4456,736.0,736.0,1452,33.0,0.0,736,0.0,0.0,0,1920,2008,0,6,716,0.0,0,5,0.0,2,4,102,8,2009,190,0,0,0,0
127000.0,50,7742,192.0,955.0,955,66.0,386.0,955,763.0,0.0,0,1966,1966,0,1,0,1966.0,0,7,0.0,3,5,0,6,2007,20,0,0,0,0
177000.0,51,13869,612.0,794.0,1470,69.30579531442663,388.0,794,182.0,0.0,0,1997,1997,75,7,676,1997.0,0,6,0.0,3,6,0,6,2007,60,0,0,0,0
114500.0,52,6240,816.0,816.0,1176,52.0,528.0,816,0.0,0.0,112,1934,1950,0,9,0,1985.0,0,6,0.0,3,6,0,6,2006,50,0,0,0,0
110000.0,53,8472,0.0,816.0,816,110.0,516.0,816,104.0,0.0,106,1963,1963,0,5,0,1963.0,0,5,712.0,2,5,0,5,2010,90,0,0,0,0
385000.0,54,50271,32.0,1842.0,1842,68.0,894.0,1842,1810.0,0.0,857,1981,1987,72,11,0,1981.0,0,5,0.0,0,9,0,5,2006,20,0,0,0,0
130000.0,55,7134,0.0,384.0,1360,60.0,572.0,1360,384.0,0.0,0,1955,1955,50,2,0,1962.0,0,5,0.0,3,5,0,6,2007,80,0,0,0,0
180500.0,56,10175,935.0,1425.0,1425,100.0,576.0,1425,490.0,272.0,0,1964,1964,0,7,0,1964.0,0,5,0.0,3,6,0,7,2008,20,0,0,0,0
172500.0,57,2645,321.0,970.0,1739,24.0,480.0,983,649.0,456.0,115,1999,2000,0,8,756,1999.0,0,5,0.0,3,8,0,7,2009,160,0,0,0,0
196500.0,58,11645,860.0,860.0,1720,89.0,565.0,860,0.0,0.0,0,2004,2004,70,8,860,2004.0,0,5,0.0,3,7,0,7,2006,60,0,1,0,0
438780.0,59,13682,1410.0,1410.0,2945,66.0,641.0,1426,0.0,1031.0,192,2006,2006,0,10,1519,2006.0,0,5,0.0,3,10,37,10,2006,60,1,0,0,0
124900.0,60,7200,148.0,780.0,780,60.0,352.0,780,632.0,0.0,196,1972,1972,0,1,0,1973.0,0,7,0.0,2,5,0,4,2008,20,0,1,0,0
158000.0,61,13072,217.0,1158.0,1158,63.0,576.0,1158,941.0,0.0,0,2004,2004,50,5,0,2006.0,0,5,0.0,3,6,0,5,2006,20,0,0,0,1
101000.0,62,7200,530.0,530.0,1111,60.0,288.0,581,0.0,0.0,0,1920,1996,0,3,530,1935.0,0,7,0.0,3,5,144,6,2007,75,0,0,0,0
202500.0,63,6442,1346.0,1370.0,1370,44.0,484.0,1370,24.0,178.0,120,2006,2006,49,10,0,2006.0,0,5,0.0,2,8,0,6,2007,120,0,0,0,0
140000.0,64,10300,576.0,576.0,1710,50.0,480.0,902,0.0,0.0,12,1921,1950,11,4,808,1990.0,0,6,0.0,3,7,64,9,2010,70,0,0,1,0
219500.0,65,9375,318.0,1057.0,2034,69.30579531442663,645.0,1057,739.0,573.0,576,1997,1998,36,2,977,1998.0,0,5,0.0,3,7,0,8,2009,60,0,1,0,0
317000.0,66,9591,1143.0,1143.0,2473,76.0,852.0,1143,0.0,344.0,192,2004,2005,151,10,1330,2004.0,0,5,0.0,4,8,0,9,2007,60,0,0,0,0
180000.0,67,19900,1035.0,1947.0,2207,69.30579531442663,576.0,2207,912.0,287.0,301,1970,1989,0,7,0,1970.0,0,5,0.0,3,7,0,7,2010,20,0,0,0,0
226000.0,68,10665,440.0,1453.0,1479,72.0,558.0,1479,1013.0,167.0,144,2003,2003,29,6,0,2003.0,0,5,0.0,3,7,0,7,2007,20,0,1,0,0
80000.0,69,4608,747.0,747.0,747,47.0,220.0,747,0.0,0.0,0,1945,1950,0,6,0,1945.0,0,6,0.0,2,4,0,4,2010,30,0,0,0,0
225000.0,70,15593,701.0,1304.0,2287,81.0,667.0,1304,603.0,0.0,0,1953,1953,21,7,983,1953.0,0,4,0.0,3,7,114,7,2006,50,0,0,0,0
244000.0,71,13651,343.0,2223.0,2223,95.0,516.0,2223,1880.0,1115.0,300,1973,1973,0,2,0,1973.0,0,6,0.0,3,7,0,8,2007,20,0,0,0,0
129500.0,72,7599,280.0,845.0,845,69.0,360.0,845,565.0,0.0,0,1982,2006,0,6,0,1987.0,0,6,0.0,2,4,0,4,2007,20,0,0,0,0
185000.0,73,10141,832.0,832.0,1718,74.0,427.0,885,0.0,40.0,0,1998,1998,94,12,833,1998.0,291,5,0.0,3,7,0,7,2009,60,0,0,0,0
144900.0,74,10200,404.0,1086.0,1086,85.0,490.0,1086,320.0,104.0,0,1954,2003,0,5,0,1989.0,0,7,362.0,3,5,0,6,2010,20,0,0,0,0
107400.0,75,5790,840.0,840.0,1605,60.0,379.0,840,0.0,0.0,0,1915,1950,0,5,765,1915.0,0,6,0.0,3,3,202,8,2010,50,0,0,0,0
91000.0,76,1596,0.0,462.0,988,21.0,297.0,526,462.0,0.0,120,1973,1973,101,11,462,1973.0,0,5,0.0,2,4,0,5,2009,180,0,0,0,0
135750.0,77,8475,724.0,952.0,952,69.30579531442663,283.0,952,228.0,0.0,0,1956,1956,0,4,0,1956.0,0,7,0.0,2,4,0,4,2008,20,0,0,0,0
127000.0,78,8635,295.0,672.0,1285,50.0,240.0,1072,336.0,0.0,0,1948,2001,0,1,213,1948.0,0,5,41.0,2,5,0,6,2008,50,0,0,0,0
136500.0,79,10778,1768.0,1768.0,1768,72.0,0.0,1768,0.0,0.0,0,1968,1968,0,4,0,0.0,0,5,0.0,4,4,0,8,2010,90,0,0,0,0
110000.0,80,10440,440.0,440.0,1230,60.0,440.0,682,0.0,0.0,74,1910,1981,0,5,548,1966.0,0,6,0.0,2,5,128,5,2009,50,0,0,0,0
193500.0,81,13000,448.0,896.0,2142,100.0,509.0,1182,448.0,576.0,0,1968,1968,72,6,960,1968.0,252,6,0.0,4,6,0,8,2009,60,0,0,0,0
153500.0,82,4500,36.0,1237.0,1337,32.0,405.0,1337,1201.0,443.0,0,1998,1998,199,3,0,1998.0,0,5,0.0,2,6,0,5,2006,120,0,0,0,0
245000.0,83,10206,1530.0,1563.0,1563,78.0,758.0,1563,33.0,468.0,144,2007,2007,99,10,0,2007.0,0,5,0.0,3,8,0,6,2008,20,0,0,0,0
126500.0,84,8892,1065.0,1065.0,1065,80.0,461.0,1065,0.0,66.0,74,1960,1960,0,7,0,1974.0,0,5,0.0,3,5,0,6,2007,20,0,0,0,0
168500.0,85,8530,384.0,384.0,1474,69.30579531442663,400.0,804,0.0,22.0,120,1995,1996,72,5,670,1995.0,0,5,0.0,3,7,0,7,2009,80,0,0,0,0
260000.0,86,16059,1288.0,1288.0,2417,121.0,462.0,1301,0.0,284.0,127,1991,1992,82,4,1116,1991.0,0,5,0.0,4,8,0,9,2006,60,0,0,0,0
174000.0,87,11911,684.0,684.0,1560,122.0,400.0,684,0.0,0.0,100,2005,2005,38,3,876,2005.0,0,5,0.0,3,6,0,6,2009,60,0,0,0,0
164500.0,88,3951,612.0,612.0,1224,40.0,528.0,612,0.0,76.0,0,2009,2009,234,6,612,2009.0,0,5,0.0,2,6,0,4,2009,160,0,0,0,0
85000.0,89,8470,1013.0,1013.0,1526,105.0,0.0,1013,0.0,0.0,0,1915,1982,0,10,0,0.0,0,2,0.0,2,3,156,6,2009,50,0,0,0,0
123600.0,90,8070,402.0,990.0,990,60.0,0.0,990,588.0,0.0,0,1994,1995,0,8,0,0.0,0,5,0.0,3,4,0,5,2007,20,0,1,0,0
109900.0,91,7200,0.0,0.0,1040,60.0,420.0,1040,0.0,0.0,0,1950,1950,29,7,0,1950.0,0,5,0.0,2,4,0,4,2006,20,0,0,0,0
98600.0,92,8500,635.0,1235.0,1235,85.0,480.0,1235,600.0,203.0,0,1961,1961,0,12,0,1961.0,0,3,0.0,2,5,0,6,2006,20,0,0,0,0
163500.0,93,13360,163.0,876.0,964,80.0,432.0,964,713.0,0.0,0,1921,2006,0,8,0,1921.0,0,7,0.0,2,5,44,5,2009,30,0,0,0,0
133900.0,94,7200,168.0,1214.0,2291,60.0,506.0,1260,1046.0,0.0,0,1910,1998,0,11,1031,1900.0,99,6,0.0,4,6,0,9,2007,190,0,0,0,0
204750.0,95,9337,176.0,824.0,1786,69.0,684.0,905,648.0,0.0,0,1997,1997,162,5,881,1997.0,0,5,0.0,3,6,0,7,2007,60,0,1,0,0
185000.0,96,9765,370.0,680.0,1470,69.30579531442663,420.0,680,310.0,68.0,232,1993,1993,63,4,790,1993.0,0,8,0.0,3,6,0,6,2009,60,0,0,0,0
214000.0,97,10264,426.0,1588.0,1588,78.0,472.0,1588,1162.0,183.0,158,1999,1999,29,8,0,1999.0,0,5,0.0,3,7,0,6,2006,20,0,1,0,0
94750.0,98,10921,440.0,960.0,960,73.0,432.0,960,520.0,48.0,120,1965,1965,0,5,0,1965.0,0,5,0.0,3,4,0,6,2007,20,0,0,0,0
83000.0,99,10625,350.0,458.0,835,85.0,366.0,835,108.0,0.0,0,1920,1950,0,5,0,1920.0,0,5,0.0,2,5,77,5,2010,30,0,0,0,0
128950.0,100,9320,381.0,950.0,1225,77.0,0.0,1225,569.0,0.0,352,1959,1959,0,1,0,0.0,0,5,0.0,3,4,0,6,2010,20,0,0,0,0
205000.0,101,10603,410.0,1610.0,1610,69.30579531442663,480.0,1610,1200.0,28.0,168,1977,2001,68,2,0,1977.0,0,7,0.0,3,6,0,6,2010,20,0,0,0,0
178000.0,102,9206,741.0,741.0,1732,77.0,476.0,977,0.0,336.0,192,1985,1985,46,6,755,1985.0,0,5,0.0,3,6,0,7,2010,60,0,0,0,1
118964.0,103,7018,0.0,0.0,1535,64.0,410.0,1535,0.0,0.0,0,1979,1979,0,6,0,1979.0,0,5,0.0,4,5,0,8,2009,90,0,0,0,1
198900.0,104,10402,1226.0,1226.0,1226,94.0,740.0,1226,0.0,0.0,0,2009,2009,36,5,0,2009.0,0,5,0.0,3,7,0,6,2010,20,0,1,0,0
169500.0,105,7758,816.0,1040.0,1818,69.30579531442663,240.0,1226,224.0,600.0,0,1931,1950,0,6,592,1951.0,184,4,0.0,4,7,0,7,2007,50,0,0,1,0
250000.0,106,9375,1053.0,1053.0,1992,75.0,648.0,1053,0.0,768.0,140,2003,2004,45,8,939,2003.0,0,5,0.0,3,8,0,9,2008,60,0,0,0,0
100000.0,107,10800,641.0,641.0,1047,60.0,273.0,1047,0.0,0.0,0,1885,1995,0,8,0,1954.0,0,7,0.0,2,4,0,6,2007,30,0,0,0,0
115000.0,108,6000,516.0,789.0,789,50.0,250.0,789,104.0,0.0,0,1948,1950,0,4,0,1948.0,0,5,169.0,2,5,0,5,2008,20,0,0,0,0
115000.0,109,8500,793.0,793.0,1517,85.0,0.0,997,0.0,0.0,0,1919,2005,0,8,520,0.0,0,7,0.0,3,5,144,7,2007,50,0,0,0,0
190000.0,110,11751,1139.0,1844.0,1844,105.0,546.0,1844,705.0,480.0,0,1977,1977,122,1,0,1977.0,0,6,0.0,3,6,0,7,2010,20,0,0,0,0
136900.0,111,9525,550.0,994.0,1855,75.0,325.0,1216,444.0,0.0,182,1954,1972,0,10,639,1954.0,0,4,0.0,4,6,0,7,2006,50,0,0,0,0
180000.0,112,7750,134.0,384.0,1430,69.30579531442663,400.0,774,250.0,0.0,180,2000,2000,0,4,656,2000.0,0,5,0.0,3,7,0,7,2010,80,0,0,0,0
383970.0,113,9965,280.0,1264.0,2696,77.0,792.0,1282,984.0,220.0,120,2007,2007,184,10,1414,2007.0,168,5,0.0,4,7,0,10,2007,60,0,1,0,0
217000.0,114,21000,905.0,1809.0,2259,69.30579531442663,450.0,2259,35.0,184.0,166,1953,1953,120,10,0,1953.0,0,5,869.0,3,6,192,7,2007,20,0,0,0,0
259500.0,115,7259,104.0,1028.0,2320,61.0,180.0,1436,774.0,0.0,224,1945,2002,0,7,884,1945.0,0,8,150.0,3,6,0,9,2007,70,0,0,0,0
176000.0,116,3230,310.0,729.0,1458,34.0,440.0,729,419.0,1129.0,0,1999,1999,32,6,729,1999.0,0,5,0.0,2,6,0,5,2007,160,0,0,0,0
139000.0,117,11616,252.0,1092.0,1092,69.30579531442663,288.0,1092,170.0,116.0,0,1962,1962,20,9,0,1962.0,0,5,670.0,3,5,144,6,2009,20,0,0,0,0
155000.0,118,8536,1125.0,1125.0,1125,74.0,430.0,1125,0.0,0.0,80,2006,2007,64,4,0,2007.0,0,5,0.0,2,5,0,5,2007,20,0,0,0,0
320000.0,119,12376,203.0,1673.0,3222,90.0,594.0,1699,1470.0,0.0,367,1990,1990,0,5,1523,1990.0,0,5,0.0,5,7,0,11,2010,60,0,0,0,1
163990.0,120,8461,728.0,728.0,1456,65.0,390.0,728,0.0,0.0,0,2005,2006,24,7,728,2005.0,0,5,0.0,3,6,0,8,2006,60,0,1,0,0
180000.0,121,21453,0.0,938.0,988,69.30579531442663,540.0,988,938.0,0.0,0,1969,1969,130,10,0,1969.0,0,5,0.0,1,6,0,4,2006,80,0,0,0,0
100000.0,122,6060,732.0,732.0,1123,50.0,264.0,772,0.0,0.0,0,1939,1950,0,6,351,1979.0,0,5,0.0,3,4,140,4,2007,50,0,0,0,0
136000.0,123,9464,510.0,1080.0,1080,75.0,288.0,1080,570.0,135.0,0,1958,1958,0,6,0,1958.0,130,7,0.0,3,6,0,5,2008,20,0,0,0,0
153900.0,124,7892,899.0,1199.0,1199,55.0,530.0,1199,300.0,0.0,0,1993,1993,63,3,0,1993.0,0,5,0.0,2,6,0,5,2008,120,0,0,0,1
181000.0,125,17043,1362.0,1362.0,1586,48.0,435.0,1586,0.0,0.0,192,1979,1998,0,1,0,1979.0,0,5,0.0,3,6,0,7,2009,20,0,0,0,0
84500.0,126,6780,30.0,520.0,754,60.0,0.0,520,490.0,0.0,53,1935,1982,0,6,0,0.0,0,8,0.0,2,6,0,5,2006,190,0,0,0,0
128000.0,127,4928,958.0,1078.0,958,69.30579531442663,440.0,958,120.0,0.0,0,1976,1976,205,2,0,1977.0,0,5,0.0,2,6,0,5,2007,120,0,0,0,0
87000.0,128,4388,556.0,672.0,840,55.0,0.0,840,116.0,0.0,0,1930,1950,0,6,0,0.0,0,7,0.0,3,5,0,5,2007,45,0,0,0,0
155000.0,129,7590,148.0,660.0,1348,69.0,453.0,660,512.0,266.0,188,1966,1966,108,7,688,1966.0,0,5,0.0,3,6,0,6,2006,60,0,0,0,0
150000.0,130,8973,413.0,1008.0,1053,69.0,750.0,1053,567.0,85.0,0,1958,1991,80,7,0,1998.0,0,7,28.0,3,5,0,6,2006,20,0,0,0,0
226000.0,131,14200,479.0,924.0,2157,88.0,487.0,1216,445.0,309.0,105,1966,1966,66,5,941,1966.0,0,6,0.0,4,7,0,8,2006,60,0,0,0,0
244000.0,132,12224,297.0,992.0,2054,69.30579531442663,390.0,1022,695.0,40.0,24,2000,2000,48,7,1032,2000.0,0,5,0.0,3,6,0,7,2009,60,0,0,0,0
150750.0,133,7388,658.0,1063.0,1327,75.0,624.0,1327,405.0,0.0,0,1959,2002,0,7,0,1974.0,0,6,0.0,3,5,0,7,2007,20,0,0,0,0
220000.0,134,6853,262.0,1267.0,1296,69.30579531442663,471.0,1296,1005.0,136.0,192,2001,2002,25,6,0,2001.0,0,5,0.0,2,8,0,6,2009,20,0,0,0,0
180000.0,135,10335,891.0,1461.0,1721,78.0,440.0,1721,570.0,0.0,0,1968,1993,96,7,0,1968.0,0,6,0.0,3,5,180,7,2006,20,0,0,0,0
174000.0,136,10400,1304.0,1304.0,1682,80.0,530.0,1682,0.0,288.0,98,1970,1970,0,5,0,1970.0,0,6,0.0,3,7,0,7,2008,20,0,0,0,0
143000.0,137,10355,519.0,1214.0,1214,69.30579531442663,318.0,1214,695.0,196.0,0,1967,1967,111,7,0,1967.0,0,5,0.0,3,5,0,5,2007,20,0,0,0,0
171000.0,138,11070,1907.0,1907.0,1959,82.0,766.0,1959,0.0,70.0,0,1988,1989,0,7,0,1989.0,0,5,0.0,5,7,0,9,2006,90,0,0,0,0
230000.0,139,9066,336.0,1004.0,1852,73.0,660.0,1004,668.0,320.0,224,1999,2000,106,12,848,1999.0,0,5,0.0,3,8,0,7,2008,60,0,1,0,0
231500.0,140,15426,107.0,928.0,1764,65.0,470.0,928,821.0,0.0,276,1997,1997,99,8,836,1997.0,0,5,0.0,3,6,0,7,2009,60,0,1,0,0
115000.0,141,10500,432.0,864.0,864,70.0,0.0,864,432.0,0.0,0,1971,1971,0,4,0,0.0,0,5,0.0,3,4,0,5,2010,20,0,0,0,0
260000.0,142,11645,434.0,1734.0,1734,78.0,660.0,1734,1300.0,0.0,160,2005,2005,24,1,0,2005.0,0,5,0.0,3,7,0,7,2006,20,0,1,0,0
166000.0,143,8520,403.0,910.0,1385,71.0,720.0,910,507.0,0.0,0,1952,1952,0,6,475,2000.0,0,4,0.0,4,5,0,6,2010,50,0,0,0,0
204000.0,144,10335,811.0,1490.0,1501,78.0,577.0,1501,679.0,183.0,144,1999,1999,29,6,0,1999.0,0,5,0.0,3,7,0,6,2009,20,0,1,0,0
125000.0,145,9100,396.0,1728.0,1728,70.0,504.0,1728,1332.0,336.0,0,1963,1963,0,11,0,1963.0,0,5,0.0,6,5,0,10,2006,90,0,0,0,0
130000.0,146,2522,970.0,970.0,1709,24.0,380.0,970,0.0,50.0,0,2004,2006,40,4,739,2004.0,0,5,0.0,3,6,0,7,2006,160,0,0,0,0
105000.0,147,6120,506.0,715.0,875,51.0,180.0,875,209.0,0.0,48,1931,1993,0,11,0,1931.0,0,7,0.0,2,5,0,5,2009,30,0,0,0,0
222500.0,148,9505,884.0,884.0,2035,69.30579531442663,434.0,884,0.0,180.0,144,2001,2001,48,5,1151,2001.0,0,5,0.0,3,7,0,8,2010,60,0,0,0,0
141000.0,149,7500,400.0,1080.0,1080,63.0,0.0,1080,680.0,120.0,0,2004,2005,0,4,0,0.0,0,5,0.0,3,7,0,6,2008,20,0,0,0,1
115000.0,150,6240,896.0,896.0,1344,69.30579531442663,240.0,896,0.0,0.0,200,1936,1950,114,4,448,1936.0,0,4,0.0,3,5,0,7,2006,50,0,0,0,0
122000.0,151,10356,253.0,969.0,969,120.0,440.0,969,716.0,0.0,0,1975,1975,0,1,0,1975.0,0,6,0.0,3,5,0,5,2007,20,0,1,0,0
