SalePrice,Id,YrSold,MoSold,GarageFinish_RFn,LotShape_IR1,LotShape_Reg,GarageFinish_Fin,BsmtExposure_Av,BsmtFinType1_GLQ,BsmtFullBath,BsmtFinType1_Unf,Neighborhood_CollgCr,BsmtExposure_No,MasVnrType_BrkFace,WoodDeckSF,HalfBath,FireplaceQu_Gd,LotConfig_Inside,LotConfig_Corner,FireplaceQu_None,FireplaceQu_TA,MasVnrType_None,BsmtUnfSF,RoofStyle_Hip,KitchenQual_Gd,OpenPorchSF,RoofStyle_Gable,MasVnrArea,BsmtFinSF1,Fireplaces
82000.0,40,2008,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0,1,0.0,0.0,0
160000.0,41,2006,12,1,0,1,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,1,0,445.0,0,0,138,1,101.0,643.0,1
170000.0,42,2007,7,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1,383.0,0,0,104,1,0.0,967.0,2
144000.0,43,2007,12,1,1,0,0,1,0,1.0,0,0,0,0,240,0,0,0,0,1,0,1,0.0,0,1,0,1,0.0,747.0,0
130250.0,44,2008,7,0,1,0,0,1,0,1.0,0,1,0,0,145,0,0,0,0,1,0,1,167.0,1,0,0,0,0.0,280.0,0
141000.0,45,2006,5,1,0,1,0,0,0,1.0,0,0,1,0,0,0,0,1,0,1,0,1,465.0,0,0,0,1,0.0,179.0,0
319900.0,46,2010,2,1,0,1,0,0,1,1.0,0,0,1,1,196,0,1,1,0,0,0,0,1296.0,1,0,82,0,412.0,456.0,1
239686.0,47,2009,8,1,1,0,0,0,1,1.0,0,0,1,0,168,1,0,0,0,0,0,1,83.0,0,1,43,1,0.0,1351.0,1
249700.0,48,2007,7,1,0,1,0,1,1,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1632.0,0,1,146,1,0.0,24.0,0
113000.0,49,2009,6,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,736.0,0,0,0,1,0.0,0.0,0
127000.0,50,2007,1,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,1,0,1,0,1,192.0,0,0,0,1,0.0,763.0,0
177000.0,51,2007,7,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,1,1,0,1,612.0,0,0,75,1,0.0,182.0,0
114500.0,52,2006,9,0,0,1,0,0,0,0.0,1,0,1,0,112,0,1,1,0,0,0,1,816.0,0,0,0,1,0.0,0.0,1
110000.0,53,2010,5,0,0,0,0,0,0,1.0,0,0,0,0,106,0,0,0,1,1,0,1,0.0,0,0,0,1,0.0,104.0,0
385000.0,54,2006,11,0,1,0,1,0,1,2.0,0,0,0,0,857,1,1,1,0,0,0,1,32.0,0,1,72,1,0.0,1810.0,1
130000.0,55,2007,2,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0.0,0,0,50,1,0.0,384.0,1
180500.0,56,2008,7,1,1,0,0,0,0,0.0,0,0,1,1,0,0,1,1,0,0,0,0,935.0,0,0,0,1,272.0,490.0,1
172500.0,57,2009,8,0,0,1,1,0,1,1.0,0,0,1,1,115,1,0,1,0,1,0,0,321.0,0,1,0,1,456.0,649.0,0
196500.0,58,2006,8,1,1,0,0,0,0,0.0,1,1,1,0,0,1,0,0,1,1,0,1,860.0,0,1,70,1,0.0,0.0,0
438780.0,59,2006,10,0,0,0,1,0,0,0.0,1,0,0,1,192,1,1,0,0,0,0,0,1410.0,1,1,0,0,1031.0,0.0,1
124900.0,60,2008,1,0,0,1,0,1,0,0.0,0,1,0,0,196,0,0,1,0,1,0,1,148.0,0,0,0,1,0.0,632.0,0
158000.0,61,2006,5,0,0,1,0,0,0,1.0,0,0,1,0,0,1,0,1,0,1,0,1,217.0,0,1,50,1,0.0,941.0,0
101000.0,62,2007,3,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,530.0,0,0,0,1,0.0,0.0,0
202500.0,63,2007,10,1,1,0,0,0,1,0.0,0,0,0,0,120,0,1,1,0,0,0,0,1346.0,0,1,49,1,178.0,24.0,1
140000.0,64,2010,4,0,1,0,0,0,0,0.0,1,0,1,0,12,0,0,1,0,1,0,1,576.0,0,0,11,1,0.0,0.0,0
219500.0,65,2009,2,1,0,1,0,0,1,1.0,0,1,1,1,576,1,0,1,0,1,0,0,318.0,0,1,36,1,573.0,739.0,0
317000.0,66,2007,10,1,0,1,0,1,0,0.0,1,0,0,1,192,1,1,1,0,0,0,0,1143.0,0,1,151,1,344.0,0.0,1
180000.0,67,2010,7,1,0,1,0,0,1,1.0,0,0,0,1,301,0,1,1,0,0,0,0,1035.0,0,0,0,1,287.0,912.0,1
226000.0,68,2007,6,1,1,0,0,1,1,1.0,0,1,0,1,144,0,0,1,0,1,0,0,440.0,0,1,29,1,167.0,1013.0,0
80000.0,69,2010,6,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,747.0,0,0,0,1,0.0,0.0,0
225000.0,70,2006,7,0,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,1,1,701.0,0,0,21,1,0.0,603.0,1
244000.0,71,2007,2,0,1,0,1,0,0,1.0,0,0,0,1,300,0,1,1,0,0,0,0,343.0,0,0,0,1,1115.0,1880.0,2
129500.0,72,2007,6,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,1,0,1,280.0,0,0,0,1,0.0,565.0,0
185000.0,73,2009,12,0,1,0,1,0,0,0.0,1,0,1,1,0,1,0,0,1,0,1,0,832.0,0,0,94,1,40.0,0.0,1
144900.0,74,2010,5,0,0,1,0,0,0,1.0,0,0,1,1,0,0,0,1,0,1,0,0,404.0,0,0,0,1,104.0,320.0,0
107400.0,75,2010,5,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,840.0,0,0,0,0,0.0,0.0,0
91000.0,76,2009,11,0,0,1,0,0,1,1.0,0,0,0,0,120,0,0,1,0,1,0,1,0.0,0,0,101,1,0.0,462.0,0
135750.0,77,2008,4,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,724.0,0,0,0,1,0.0,228.0,0
127000.0,78,2008,1,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,1,0,1,0,1,295.0,0,0,0,1,0.0,336.0,0
136500.0,79,2010,4,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,1768.0,1,0,0,0,0.0,0.0,0
110000.0,80,2009,5,0,0,1,0,0,0,0.0,1,0,1,0,74,1,0,0,1,1,0,1,440.0,0,0,0,1,0.0,0.0,0
193500.0,81,2009,6,0,0,1,1,0,0,0.0,0,0,1,1,0,1,1,0,1,0,0,0,448.0,0,1,72,1,576.0,448.0,1
153500.0,82,2006,3,0,0,1,1,0,1,1.0,0,0,1,1,0,0,0,0,0,1,0,0,36.0,1,0,199,0,443.0,1201.0,0
245000.0,83,2008,10,1,0,1,0,0,1,0.0,0,0,1,0,144,0,1,1,0,0,0,0,1530.0,0,1,99,1,468.0,33.0,1
126500.0,84,2007,7,0,1,0,0,0,0,0.0,1,0,1,0,74,1,0,1,0,1,0,0,1065.0,0,0,0,1,66.0,0.0,0
168500.0,85,2009,5,0,1,0,1,0,0,0.0,1,0,1,1,120,1,0,1,0,0,1,0,384.0,0,0,72,1,22.0,0.0,1
260000.0,86,2006,4,0,0,1,0,0,0,0.0,1,0,1,1,127,1,0,0,1,0,1,0,1288.0,1,1,82,0,284.0,0.0,1
174000.0,87,2009,3,0,0,0,1,1,0,0.0,1,0,0,0,100,1,1,1,0,0,0,1,684.0,0,1,38,1,0.0,0.0,1
164500.0,88,2009,6,1,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,612.0,0,1,234,1,76.0,0.0,0
85000.0,89,2009,10,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,1013.0,1,0,0,0,0.0,0.0,0
123600.0,90,2007,8,0,0,1,0,0,1,1.0,0,1,1,0,0,0,0,1,0,1,0,1,402.0,0,0,0,1,0.0,588.0,0
109900.0,91,2006,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,29,1,0.0,0.0,0
98600.0,92,2006,12,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,635.0,1,0,0,0,203.0,600.0,0
163500.0,93,2009,8,0,1,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,1,0,1,163.0,0,0,0,1,0.0,713.0,0
133900.0,94,2007,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,168.0,1,0,0,0,0.0,1046.0,1
204750.0,95,2007,5,1,1,0,0,0,1,1.0,0,1,1,0,0,1,0,1,0,1,0,1,176.0,0,1,162,1,0.0,648.0,0
185000.0,96,2009,4,0,0,0,1,0,0,0.0,0,0,1,1,232,1,0,0,1,0,1,0,370.0,0,0,63,1,68.0,310.0,1
214000.0,97,2006,8,1,1,0,0,1,0,0.0,0,1,0,1,158,0,0,1,0,1,0,0,426.0,0,1,29,1,183.0,1162.0,0
94750.0,98,2007,5,0,0,1,1,0,0,1.0,0,0,1,1,120,0,0,1,0,1,0,0,440.0,1,0,0,0,48.0,520.0,0
83000.0,99,2010,5,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,1,0,1,350.0,0,0,0,1,0.0,108.0,0
128950.0,100,2010,1,0,1,0,0,0,0,1.0,0,0,1,0,352,1,0,1,0,1,0,1,381.0,0,0,0,1,0.0,569.0,0
205000.0,101,2010,2,1,1,0,0,0,0,1.0,0,0,0,1,168,0,0,1,0,0,1,0,410.0,0,1,68,1,28.0,1200.0,2
178000.0,102,2010,6,0,0,1,1,0,0,0.0,1,0,1,1,192,1,0,1,0,0,1,0,741.0,0,1,46,1,336.0,0.0,1
118964.0,103,2009,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0,1,0.0,0.0,0
198900.0,104,2010,5,1,1,0,0,0,0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,1226.0,0,1,36,1,0.0,0.0,0
169500.0,105,2007,6,0,0,1,0,0,0,0.0,0,0,1,1,0,1,0,0,1,0,1,0,816.0,0,0,0,1,600.0,224.0,2
250000.0,106,2008,8,1,0,1,0,0,0,0.0,1,0,1,1,140,1,1,1,0,0,0,0,1053.0,1,1,45,0,768.0,0.0,1
100000.0,107,2007,8,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,641.0,0,0,0,0,0.0,0.0,0
115000.0,108,2008,4,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,516.0,0,0,0,1,0.0,104.0,0
115000.0,109,2007,8,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,793.0,0,0,0,1,0.0,0.0,0
190000.0,110,2010,1,1,1,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,1,0,1139.0,1,0,122,0,480.0,705.0,1
136900.0,111,2006,10,0,0,1,0,0,0,0.0,0,0,1,0,182,0,0,1,0,1,0,1,550.0,0,0,0,1,0.0,444.0,0
180000.0,112,2010,4,0,1,0,1,0,1,0.0,0,0,1,0,180,1,0,1,0,0,1,1,134.0,0,0,0,1,0.0,250.0,1
383970.0,113,2007,10,0,0,1,1,1,1,1.0,0,1,0,0,120,1,1,1,0,0,0,0,280.0,0,0,184,1,220.0,984.0,1
217000.0,114,2007,10,0,0,1,0,0,0,1.0,0,0,0,1,166,0,1,0,1,0,0,0,905.0,1,1,120,0,184.0,35.0,2
259500.0,115,2007,7,0,1,0,0,0,0,1.0,0,0,1,0,224,1,0,1,0,0,1,1,104.0,0,1,0,0,0.0,774.0,1
176000.0,116,2007,6,0,0,1,0,0,1,0.0,0,0,1,1,0,1,0,0,1,0,0,0,310.0,0,0,32,1,1129.0,419.0,1
139000.0,117,2009,9,0,0,1,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,252.0,0,0,20,1,116.0,170.0,1
155000.0,118,2007,4,0,0,1,0,0,0,0.0,1,0,1,0,80,1,0,0,1,1,0,1,1125.0,0,0,64,1,0.0,0.0,0
320000.0,119,2010,5,0,0,1,0,0,1,1.0,0,0,0,0,367,0,0,0,1,0,1,1,203.0,1,1,0,0,0.0,1470.0,2
163990.0,120,2006,7,0,0,1,1,0,0,0.0,1,1,1,0,0,1,1,1,0,0,0,1,728.0,0,1,24,1,0.0,0.0,1
180000.0,121,2006,10,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,130,0,0.0,938.0,2
100000.0,122,2007,6,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,732.0,0,0,0,1,0.0,0.0,0
136000.0,123,2008,6,0,0,1,0,0,0,0.0,0,0,1,1,0,0,0,0,1,1,0,0,510.0,1,0,0,0,135.0,570.0,0
153900.0,124,2008,3,1,0,1,0,0,1,0.0,0,0,1,0,0,0,0,1,0,1,0,1,899.0,0,1,63,1,0.0,300.0,0
181000.0,125,2009,1,0,1,0,0,0,0,0.0,1,0,1,0,192,0,0,0,0,0,1,1,1362.0,0,0,0,1,0.0,0.0,1
84500.0,126,2006,6,0,0,1,0,1,1,1.0,0,0,0,0,53,0,0,1,0,1,0,1,30.0,0,0,0,1,0.0,490.0,0
128000.0,127,2007,2,1,1,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,958.0,0,0,205,1,0.0,120.0,1
87000.0,128,2007,6,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,556.0,0,0,0,1,0.0,116.0,1
155000.0,129,2006,7,1,0,1,0,0,0,0.0,0,0,1,1,188,1,0,1,0,0,0,0,148.0,0,0,108,1,266.0,512.0,1
150000.0,130,2006,7,1,0,1,0,0,0,0.0,0,0,1,1,0,1,0,1,0,1,0,0,413.0,0,0,80,1,85.0,567.0,0
226000.0,131,2006,5,0,0,1,1,0,0,0.0,0,0,1,1,105,1,1,0,1,0,0,0,479.0,0,1,66,1,309.0,445.0,2
244000.0,132,2009,7,1,1,0,0,0,1,1.0,0,0,1,1,24,1,0,0,1,0,1,0,297.0,0,1,48,1,40.0,695.0,1
150750.0,133,2007,7,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,1,0,1,658.0,0,1,0,1,0.0,405.0,0
220000.0,134,2009,6,0,1,0,1,0,1,1.0,0,0,1,1,192,0,0,1,0,1,0,0,262.0,0,1,25,1,136.0,1005.0,0
180000.0,135,2006,7,1,1,0,0,0,0,0.0,0,0,1,0,0,1,0,1,0,0,1,1,891.0,0,0,96,1,0.0,570.0,1
174000.0,136,2008,5,0,0,1,0,0,0,0.0,1,0,1,1,98,0,1,1,0,0,0,0,1304.0,1,0,0,0,288.0,0.0,1
143000.0,137,2007,7,1,1,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,519.0,0,0,111,1,196.0,695.0,1
171000.0,138,2006,7,0,0,1,0,0,0,0.0,1,0,1,1,0,0,0,1,0,1,0,0,1907.0,0,0,0,1,70.0,0.0,0
230000.0,139,2008,12,0,1,0,1,0,1,0.0,0,1,0,1,224,1,0,1,0,0,1,0,336.0,0,1,106,1,320.0,668.0,2
231500.0,140,2009,8,1,1,0,0,0,1,1.0,0,1,1,0,276,1,0,1,0,1,0,1,107.0,0,1,99,1,0.0,821.0,0
115000.0,141,2010,4,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,432.0,0,0,0,1,0.0,432.0,1
260000.0,142,2006,1,0,0,1,1,1,1,1.0,0,1,0,0,160,0,0,1,0,1,0,1,434.0,0,1,24,1,0.0,1300.0,0
166000.0,143,2010,6,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,1,0,1,403.0,0,0,0,1,0.0,507.0,0
204000.0,144,2009,6,1,1,0,0,0,1,1.0,0,1,0,1,144,0,0,1,0,1,0,0,811.0,0,1,29,1,183.0,679.0,0
125000.0,145,2006,11,0,0,1,0,0,0,1.0,0,0,1,1,0,0,0,1,0,1,0,0,396.0,0,0,0,1,336.0,1332.0,0
130000.0,146,2006,4,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,970.0,0,1,40,1,50.0,0.0,0
105000.0,147,2009,11,0,0,1,0,0,0,1.0,0,0,1,0,48,0,0,0,1,1,0,1,506.0,0,0,0,1,0.0,209.0,0
222500.0,148,2010,5,0,1,0,1,0,0,0.0,1,0,1,1,144,1,1,0,0,0,0,0,884.0,0,1,48,1,180.0,0.0,1
141000.0,149,2008,4,0,0,1,0,0,1,1.0,0,0,1,1,0,0,0,1,0,1,0,0,400.0,0,1,0,1,120.0,680.0,0
115000.0,150,2006,4,0,0,1,0,0,0,0.0,1,0,1,0,200,0,0,1,0,1,0,1,896.0,0,0,114,1,0.0,0.0,0
122000.0,151,2007,1,0,0,1,0,1,0,0.0,0,1,0,0,0,1,0,0,1,1,0,1,253.0,0,0,0,1,0.0,716.0,0
372402.0,152,2008,1,1,0,1,0,0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,310.0,1,1,102,0,436.0,1400.0,1
190000.0,153,2006,6,1,1,0,0,0,0,0.0,0,0,1,1,0,1,1,0,0,0,0,0,409.0,0,0,66,1,252.0,416.0,1
235000.0,154,2008,3,1,0,1,0,0,0,1.0,0,0,0,0,409,0,1,1,0,0,0,1,93.0,0,0,0,0,0.0,429.0,1
125000.0,155,2006,3,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,1200.0,0,0,0,1,0.0,0.0,0
79000.0,156,2008,4,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,1,572.0,0,0,8,1,0.0,0.0,0
109500.0,157,2006,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1,0,0,0,0.0,0.0,0
269500.0,158,2010,5,0,0,1,1,0,0,0.0,1,0,1,1,0,1,1,0,1,0,0,0,774.0,0,0,75,1,84.0,0.0,1
254900.0,159,2010,5,1,0,1,0,0,1,0.0,0,0,1,0,0,1,1,0,1,0,0,1,769.0,0,1,136,1,0.0,222.0,1
320000.0,160,2006,3,1,1,0,0,0,1,1.0,0,0,0,1,239,1,1,0,1,0,0,0,1335.0,0,1,132,1,456.0,57.0,1
162500.0,161,2008,6,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,572.0,0,0,0,1,0.0,660.0,0
412500.0,162,2008,3,0,1,0,1,1,1,1.0,0,0,0,1,400,1,1,1,0,0,0,0,556.0,0,0,0,1,664.0,1016.0,2
220000.0,163,2010,5,1,0,1,0,0,0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,340.0,0,1,70,1,226.0,1201.0,1
103200.0,164,2007,4,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,882.0,0,0,0,1,0.0,0.0,0
152000.0,165,2007,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,779.0,0,1,0,1,0.0,370.0,0
127500.0,166,2008,9,0,0,1,0,0,0,1.0,0,0,1,0,140,0,0,1,0,1,0,1,112.0,0,0,0,1,0.0,351.0,0
190000.0,167,2009,11,0,1,0,1,0,0,1.0,0,0,1,0,476,0,1,1,0,0,0,1,470.0,1,0,0,0,0.0,379.0,3
325624.0,168,2007,11,0,0,1,1,0,1,1.0,0,0,1,0,178,1,1,1,0,0,0,0,294.0,0,0,120,1,300.0,1288.0,1
183500.0,169,2007,5,0,1,0,1,0,0,0.0,1,0,1,0,100,1,1,1,0,0,0,1,840.0,0,1,48,1,0.0,0.0,1
228000.0,170,2006,1,1,1,0,0,0,0,0.0,1,0,1,1,574,1,0,0,1,0,1,0,1686.0,1,0,64,0,653.0,0.0,1
128500.0,171,2007,5,0,1,0,0,0,0,0.0,0,0,1,0,237,1,0,1,0,1,0,1,360.0,0,0,0,1,0.0,360.0,0
215000.0,172,2010,5,0,1,0,1,0,0,1.0,0,0,0,0,210,0,1,0,1,0,0,0,441.0,1,0,62,0,112.0,639.0,2
239000.0,173,2006,6,1,1,0,0,0,1,1.0,0,0,1,0,441,0,0,1,0,0,1,1,354.0,0,1,35,1,0.0,495.0,1
163000.0,174,2008,6,0,1,0,0,0,0,1.0,0,0,1,0,0,1,0,1,0,0,1,0,700.0,0,0,20,1,491.0,288.0,1
184000.0,175,2008,11,0,1,0,1,0,0,1.0,0,0,1,0,192,0,0,1,0,0,1,0,0.0,0,0,0,1,132.0,1398.0,1
243000.0,176,2007,6,0,0,1,0,1,0,1.0,0,0,0,0,0,0,1,0,1,0,0,1,725.0,0,1,29,1,0.0,477.0,1
211000.0,177,2007,9,0,1,0,0,0,1,0.0,0,0,1,1,0,1,0,0,1,0,1,0,320.0,0,0,228,1,268.0,831.0,1
172500.0,178,2006,7,0,0,1,0,0,0,1.0,0,0,1,0,0,0,1,1,0,0,0,1,554.0,0,1,0,1,0.0,57.0,1
501837.0,179,2009,7,0,1,0,1,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,312.0,1,0,60,0,748.0,1904.0,1
100000.0,180,2007,7,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,968.0,0,0,0,1,0.0,0.0,0
